date,temp_max,temp_min,precipitation,crop,price_vnd,source,is_synthetic
2025-12-11,27.0,18.2,0.0,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-12-12,27.0,15.6,0.1,Sầu riêng Ri6,94000.0,AI_Synthetic,True
2025-12-13,27.9,16.8,0.7,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2025-12-14,27.8,17.5,0.1,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2025-12-15,28.0,16.9,1.1,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2025-12-16,27.9,16.4,1.6,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-12-17,25.8,16.5,2.5,Sầu riêng Ri6,76000.0,AI_Synthetic,True
2025-12-18,26.4,15.9,0.5,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2025-12-19,26.3,16.8,1.7,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2025-12-20,26.2,17.0,0.0,Sầu riêng Ri6,91000.0,AI_Synthetic,True
2025-12-21,26.5,16.9,0.4,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2025-12-22,26.2,16.9,1.7,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-12-23,26.8,16.0,3.1,Sầu riêng Ri6,91000.0,AI_Synthetic,True
2025-12-24,26.3,17.5,6.3,Sầu riêng Ri6,78000.0,AI_Synthetic,True
2025-12-25,24.4,18.0,9.4,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2025-12-26,25.9,16.6,0.0,Sầu riêng Ri6,77000.0,AI_Synthetic,True
2025-12-27,25.8,15.2,0.0,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2025-12-28,26.2,14.6,0.0,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2025-12-29,25.6,13.8,0.0,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2025-12-30,25.9,12.3,0.0,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2025-12-31,26.0,13.1,0.0,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2026-01-01,25.5,13.2,0.0,Sầu riêng Ri6,78000.0,AI_Synthetic,True
2026-01-02,25.9,12.2,0.1,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2026-01-03,25.2,12.7,0.0,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2026-01-04,27.0,12.0,0.1,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2026-01-05,25.0,16.2,0.1,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2026-01-06,26.2,15.5,1.6,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2026-01-07,24.6,14.6,0.0,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2026-01-08,23.4,12.4,0.0,Sầu riêng Ri6,91000.0,AI_Synthetic,True
2026-01-09,23.0,10.4,0.0,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2026-01-10,24.4,9.9,0.0,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2026-01-11,23.5,12.3,1.1,Sầu riêng Ri6,74000.0,AI_Synthetic,True
2026-01-12,26.7,13.3,0.1,Sầu riêng Ri6,96000.0,AI_Synthetic,True
2026-01-13,25.8,13.9,0.0,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2026-01-14,27.7,12.7,0.0,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2026-01-15,27.1,13.9,0.0,Sầu riêng Ri6,92000.0,AI_Synthetic,True
2026-01-16,27.3,12.1,0.0,Sầu riêng Ri6,97000.0,AI_Synthetic,True
2026-01-17,26.6,13.4,0.0,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2026-01-18,27.0,15.4,0.0,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2026-01-19,25.8,13.9,0.0,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2026-01-20,25.3,10.0,0.0,Sầu riêng Ri6,77000.0,AI_Synthetic,True
2026-01-21,26.2,9.9,0.0,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2026-01-22,26.2,13.0,0.0,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2026-01-23,26.5,13.4,0.0,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2026-01-24,26.0,13.0,0.0,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2026-01-25,26.4,12.5,0.0,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2026-01-26,26.6,11.9,0.0,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2026-01-27,27.6,13.4,0.0,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2026-01-28,28.1,13.5,0.0,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2026-01-29,27.1,14.1,0.0,Sầu riêng Ri6,96000.0,AI_Synthetic,True
2026-01-30,28.2,14.1,0.1,Sầu riêng Ri6,78000.0,AI_Synthetic,True
2026-01-31,26.7,14.4,0.0,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2026-02-01,27.5,11.9,0.0,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2026-02-02,28.1,13.2,0.0,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2026-02-03,27.3,15.9,1.3,Sầu riêng Ri6,78000.0,AI_Synthetic,True
2026-02-04,27.6,14.8,0.1,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2026-02-05,28.2,16.2,0.0,Sầu riêng Ri6,72000.0,AI_Synthetic,True
2026-02-06,27.1,16.9,0.2,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2026-02-07,28.2,16.9,0.0,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2026-02-08,27.6,14.6,0.0,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2026-02-09,28.0,13.2,0.0,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2026-02-10,29.0,14.9,1.6,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2026-02-11,25.5,17.6,13.4,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2026-02-12,27.3,17.4,9.2,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2026-02-13,29.1,16.6,0.0,Sầu riêng Ri6,92000.0,AI_Synthetic,True
2026-02-14,29.1,17.1,0.0,Sầu riêng Ri6,96000.0,AI_Synthetic,True
2026-02-15,29.5,17.0,0.0,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2026-02-16,29.1,15.0,1.5,Sầu riêng Ri6,91000.0,AI_Synthetic,True
2026-02-17,29.3,16.9,0.0,Sầu riêng Ri6,77000.0,AI_Synthetic,True
2026-02-18,29.5,15.1,0.0,Sầu riêng Ri6,76000.0,AI_Synthetic,True
2026-02-19,29.2,16.3,0.0,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2026-02-20,28.8,15.6,0.0,Sầu riêng Ri6,71000.0,AI_Synthetic,True
2026-02-21,29.7,15.4,0.0,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2026-02-22,30.4,15.6,0.0,Sầu riêng Ri6,74000.0,AI_Synthetic,True
2026-02-23,30.8,17.6,0.0,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2026-02-24,30.3,16.1,0.0,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2026-02-25,30.0,16.4,0.9,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2026-02-26,26.9,19.5,17.4,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2026-02-27,26.5,18.8,5.3,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2026-02-28,28.2,18.1,1.2,Sầu riêng Ri6,86000.0,AI_Synthetic,True
2026-03-01,29.5,18.6,0.0,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2026-03-02,28.6,17.1,0.3,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2026-03-03,27.0,19.5,1.7,Sầu riêng Ri6,91000.0,AI_Synthetic,True
2026-03-04,29.0,18.5,1.0,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2026-03-05,29.3,17.3,3.9,Sầu riêng Ri6,92000.0,AI_Synthetic,True
2026-03-06,27.6,18.1,14.2,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2026-03-07,27.5,17.7,3.8,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2026-03-08,27.5,15.1,0.0,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2026-03-09,27.7,16.5,7.8,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2026-03-10,27.8,17.5,1.5,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2026-03-11,28.0,16.0,0.1,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2026-03-12,27.8,16.8,0.3,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2026-03-13,28.1,15.6,0.8,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2026-03-14,27.1,16.3,2.4,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2026-03-15,27.2,15.1,17.9,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2026-03-16,27.0,16.2,2.6,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2026-03-17,29.3,16.0,0.0,Sầu riêng Ri6,76000.0,AI_Synthetic,True
2026-03-18,30.5,14.6,0.0,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2026-03-19,29.5,16.8,0.0,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2026-03-20,28.2,16.8,1.7,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2026-03-21,29.5,15.4,0.0,Sầu riêng Ri6,96000.0,AI_Synthetic,True
2026-03-22,30.1,14.9,0.0,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2026-03-23,30.5,14.8,0.0,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2026-03-24,30.5,13.1,0.0,Sầu riêng Ri6,98000.0,AI_Synthetic,True
2026-03-25,30.5,15.4,0.0,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2026-03-26,30.1,16.8,0.0,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2026-03-27,29.8,15.8,0.0,Sầu riêng Ri6,76000.0,AI_Synthetic,True
2026-03-28,30.8,15.8,0.0,Sầu riêng Ri6,78000.0,AI_Synthetic,True
2026-03-29,30.4,15.1,0.0,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2026-03-30,30.9,16.5,0.1,Sầu riêng Ri6,78000.0,AI_Synthetic,True
2026-03-31,31.8,17.1,0.0,Sầu riêng Ri6,98000.0,AI_Synthetic,True
2026-04-01,32.3,16.8,0.0,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2026-04-02,31.1,15.8,0.0,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2026-04-03,31.4,14.4,0.0,Sầu riêng Ri6,98000.0,AI_Synthetic,True
2026-04-04,31.0,17.0,0.0,Sầu riêng Ri6,95000.0,AI_Synthetic,True
2026-04-05,31.8,19.0,0.0,Sầu riêng Ri6,92000.0,AI_Synthetic,True
2026-04-06,31.1,17.9,0.0,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2026-04-07,30.2,18.6,0.7,Sầu riêng Ri6,94000.0,AI_Synthetic,True
2026-04-08,32.4,19.5,0.1,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2026-04-09,31.9,20.6,0.5,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2026-04-10,30.6,19.6,0.7,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2026-04-11,30.7,16.9,0.0,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2026-04-12,30.5,20.5,1.0,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2026-04-13,29.6,20.5,0.4,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2026-04-14,30.8,20.0,0.5,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2026-04-15,30.1,18.4,2.9,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2026-04-16,29.1,20.0,1.3,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2026-04-17,30.5,18.4,0.1,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2026-04-18,30.5,18.1,0.9,Sầu riêng Ri6,99000.0,AI_Synthetic,True
2026-04-19,29.5,19.6,1.4,Sầu riêng Ri6,95000.0,AI_Synthetic,True
2026-04-20,29.5,17.5,0.6,Sầu riêng Ri6,72000.0,AI_Synthetic,True
2026-04-21,30.2,16.4,0.2,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2026-04-22,30.9,18.2,0.2,Sầu riêng Ri6,86000.0,AI_Synthetic,True
2026-04-23,29.4,20.0,1.2,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2026-04-24,30.5,19.8,0.5,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2026-04-25,31.5,20.5,2.9,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2026-04-26,32.8,18.8,0.0,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2026-04-27,30.0,18.4,0.7,Sầu riêng Ri6,84000.0,AI_Synthetic,True
